2023-12-25 07:56:02.000 , 91282CJL6 , 99.2344 , 0.0078125
2023-12-25 07:56:03.000 , 91282CJL6 , 100.863 , 0.0117188
2023-12-25 07:56:04.000 , 91282CJL6 , 99.2969 , 0.0078125
2023-12-25 07:56:05.000 , 91282CJL6 , 100.406 , 0.0078125
2023-12-25 07:56:06.000 , 91282CJP7 , 100.555 , 0.015625
2023-12-25 07:56:07.000 , 91282CJP7 , 99.5859 , 0.015625
2023-12-25 07:56:08.000 , 91282CJP7 , 99.9531 , 0.0078125
2023-12-25 07:56:09.000 , 91282CJP7 , 100.879 , 0.0117188
2023-12-25 07:56:10.000 , 91282CJN2 , 99.3711 , 0.0117188
2023-12-25 07:56:11.000 , 91282CJN2 , 100.766 , 0.0078125
2023-12-25 07:56:12.000 , 91282CJN2 , 100.551 , 0.0117188
2023-12-25 07:56:13.000 , 91282CJN2 , 100.395 , 0.0117188
2023-12-25 07:56:14.000 , 91282CJN2 , 100.062 , 0.0078125
2023-12-25 07:56:15.000 , 91282CJM4 , 100.973 , 0.0117188
2023-12-25 07:56:16.000 , 91282CJM4 , 100.973 , 0.0117188
2023-12-25 07:56:17.000 , 91282CJM4 , 100.711 , 0.015625
2023-12-25 07:56:18.000 , 91282CJM4 , 100.492 , 0.015625
2023-12-25 07:56:19.000 , 91282CJM4 , 100.5 , 0.0078125
2023-12-25 07:56:20.000 , 91282CJJ1 , 100.504 , 0.0117188
2023-12-25 07:56:21.000 , 91282CJJ1 , 100.535 , 0.0117188
2023-12-25 07:56:22.000 , 91282CJJ1 , 100.762 , 0.0117188
2023-12-25 07:56:23.000 , 91282CJJ1 , 100.789 , 0.015625
2023-12-25 07:56:24.000 , 91282CJJ1 , 100.883 , 0.015625
2023-12-25 07:56:25.000 , 912810TW8 , 100.102 , 0.015625
2023-12-25 07:56:26.000 , 912810TW8 , 100.176 , 0.0117188
2023-12-25 07:56:27.000 , 912810TW8 , 100.18 , 0.015625
2023-12-25 07:56:28.000 , 912810TW8 , 100.293 , 0.0117188
2023-12-25 07:56:29.000 , 912810TW8 , 100.305 , 0.015625
2023-12-25 07:56:30.000 , 912810TV0 , 99.4219 , 0.0078125
2023-12-25 07:56:31.000 , 912810TV0 , 99.5898 , 0.0117188
2023-12-25 07:56:32.000 , 912810TV0 , 99.5703 , 0.015625
2023-12-25 07:56:33.000 , 912810TV0 , 99.6797 , 0.015625
2023-12-25 07:56:34.000 , 912810TV0 , 99.8516 , 0.015625
